net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,tenure,good_country,delta1_friend_cnt,delta1_avg_friend_age,delta1_avg_friend_male,delta1_friend_country_cnt,delta1_subscriber_friend_cnt,delta1_songsListened,delta1_lovedTracks,delta1_posts,delta1_playlists,delta1_shouts,delta1_good_country,adopter
03bagusy,,0.0,6.029101247423762,27.041975666835164,0.909738127269631,2.0068708611651367,0.6933546047300387,7932,19,4,0,24.852262216829462,47.013650951993235,0.0,-2.1558373651620535,-0.3954783906361805,0.0259318651029864,-1.7700821527327928,-0.19801490067414812,942.2897649324702,-62.517737762671885,-6.0,-0.04843693847745921,18.909680252456244,0.0,0
px5a3x7c,,1.0,36.7009232462993,27.823426377825967,0.5804723625188469,0.031392348140300286,0.9718842789317559,1821,66,8,0,11.60545647259067,59.183217789710824,,-2.2212362093057507,-0.04120365462303674,-0.0830751204904263,-0.48254503389605563,0.13729363572750414,-66.01212339025426,-30.14867615553826,10.064109757598295,-0.28151570130489834,35.55815624182335,,0
u7eax4va,33.93368695696894,,13.898168366632389,21.365144617464953,0.9442927718200906,1.2463695808576998,0.22342409324167933,1408,54,1,0,12.565687313824355,5.300364525813656,0.0,11.921609765710988,0.0804641253588915,0.017587182130482857,-0.09677057588844956,0.4016592884757694,-169.00130048325013,47.47885503473113,0.659841717674603,-0.4455437925414748,3.367703008510631,,0
jls375tl,,1.0,13.77881677073925,28.767454408342388,1.0,5.568403389508149,0.0062094901553142266,1581,20,8,0,76.04995603147223,51.00537625985472,0.0,-9.830904416304792,,,0.5675430780005761,0.026867445514305345,-3150.710358384112,-20.510959763914926,-6.0,0.3998891526899641,18.893557893280946,0.0,0
7jqn6hxi,,1.0,8.330392016920513,22.220261905871297,0.631243268443531,7.3936541632242365,0.11403679325450211,4553,26,1,0,13.002168744404528,47.510803369039856,,5.69453584439862,0.7632345383285585,,0.47221479588361903,-0.737113984590624,-2370.933705941168,-7.651568177922927,-4.313318395728272,0.32492095543091065,1.6944607186027836,,0
6ulzacq8,26.00923641097067,1.0,1.0276115856306023,21.094284809293203,0.8667140877238775,6.348422186534922,0.11161729296517643,17365,111,3,1,24.48803444875207,44.79669500417245,,-2.97600760377229,-1.6378477771802056,0.12585856535610054,0.08264304123593946,-0.07910778143372997,-3650.5999933592393,20.106556681300162,-6.0,0.048918256706616155,19.354348182370906,,0
1mn520h1,22.514099718094492,,2.6914030335077626,26.92201073254852,0.590817294957742,0.16115838032282165,0.3332487854258079,9025,87,2,0,16.86660910841508,28.18737193920974,1.0,7.969830867151482,-0.6241709103459938,,-1.3586664813421407,-0.21080752363293911,2311.03323641771,-16.034424838657085,2.1216800549806747,0.6620042068141078,41.48258803309028,0.0,0
t2xmgwgj,,0.0,11.221749184170095,23.489618040216275,0.0,0.41333119795802925,6.288657479446265e-06,12792,30,3,1,32.355020766371275,53.91182756727594,,5.781583902515409,0.6717942831004756,-0.10365909665991789,-0.37107136411065067,-1.0785996957669362,2525.5507952742555,-16.10800986890345,8.662860371351188,-0.17413652181283615,1.893300477828621,0.0,0
k2q57n7x,20.888526146707157,1.0,0.19647413653066742,22.325512483833602,,2.445834038392711,1.4764813292744836,2905,87,2,0,7.370942769784909,47.45495749446144,,-1.4568966779916566,0.2327514292353408,-0.054538721465753844,0.4002031122486529,0.18439236858021354,1759.4907751209612,-2.2246124133694214,3.1402647893986506,-0.006845825636725492,4.703291796874406,0.0,0
23dsg4mj,17.663381216218692,1.0,10.526553164544904,,0.49711541810869403,8.34506483373201,0.08397881236484256,26756,176,3,1,9.601032034111746,36.11045002563259,,-1.8145909265598248,,0.013929762114115096,0.6325077106130114,1.0544597846807806,-1532.686405603084,69.18029736376582,1.2434039990936643,0.3047209274268397,13.420699310231536,0.0,1
32ab3fq9,,,6.800225098639163,,0.5649986057824565,0.323679792544808,0.38084892519918245,19012,232,3,0,69.705888213111,47.03552466073932,1.0,-0.2427379210246251,0.020984346772072865,0.06289157539288517,0.19283037627162317,0.9794467475148496,-1058.3508298725278,-26.74502278033095,6.299774788875577,-0.13694016890031158,-12.537126274857167,0.0,0
ddba6a3r,,0.0,51.17996249709192,,0.29740169312603226,2.3302425236876596,0.128192047569872,34106,17,2,0,18.948420763245846,6.479623446557284,,0.04151689003991149,,-0.024790123993590738,-0.6785356681862139,1.023145895802501,3332.4938318592235,27.264865265015764,-6.0,0.32751498954979413,-50.74529264521047,0.0,0
jkni728j,,0.0,16.401868861549247,,0.044708665442683704,1.2794716298903632,0.2342848254293991,979,17,0,0,6.643481116108335,25.861620110276455,1.0,2.8904374136601296,-0.4763675513326714,,-0.3871946310996652,0.14692626632591668,302.0329434683766,-0.5103530453964669,-4.324554638661927,0.40295461660651405,-0.9759061171587142,,0
gqd2kgf5,30.022882001253635,1.0,17.180641726756516,23.257496558885038,0.0,0.021089159811894787,0.06454541011719789,1904,2,6,1,7.345780950379178,15.644783844984676,0.0,-10.416408171956666,0.1631935942881682,0.02187789490713278,1.5649365621655653,-0.22961864810749985,-1819.7885030858079,21.32010649220151,-6.0,-0.7568308007531093,-44.99169643741866,0.0,0
x4hrcuo0,34.34832591146033,,11.239663224909782,37.21062032810948,0.49718537346752495,0.3925754717533517,0.14012427345557854,21217,20,5,0,30.721644131990338,67.15764953693105,,-2.857174898981367,1.1923518827889898,0.008275045006797427,0.928892278279893,0.13535143893954715,1425.8032481043583,-7.713003501625135,-6.0,-0.24018721413614,,0.0,0
qqncnn1v,37.048936962146875,0.0,16.893254733202568,31.65957084316597,,8.053503784494126,0.06384231341783655,8433,4,2,0,12.985395933195436,37.42041986354326,,3.440088790392005,-0.902865062737221,0.02269659158141371,0.7341086613294983,0.4771984567904191,1651.3815651870143,4.6995055614495005,-0.3096092029080492,0.1322076452623766,8.889091670827709,0.0,0
u3ew5jqw,24.902391761970883,,2.608166712300681,25.593787326773892,0.86040235949011,0.49989961552152645,0.06782984018752655,7585,94,14,0,45.799104414135,77.67692968093246,,2.017283220361956,0.3221895969973662,0.021856596336590282,-0.15214397957930073,0.45558314295981867,3619.9584124686644,6.760368754241274,-6.0,-0.06304849932301912,-28.656330614827123,0.0,0
4br0zaww,,,19.41241985104505,31.68755281222589,,0.9405991948377584,0.16086523208843467,2908,29,1,1,10.294867770870416,38.36044155190332,,-3.4301146115663266,0.5956671596902047,-0.012838984439861817,-0.9419605483033823,-0.6173997391789471,1630.4383885531013,-28.817936256893447,7.262994035104261,-0.0049098471626182316,36.82907983492976,0.0,0
aub8eb5v,,1.0,43.02657241202746,,0.4395647704999337,1.844192921089941,0.6525354749309585,12509,85,8,0,14.173264695631245,14.706923884635223,1.0,5.462894026546964,-0.26164120786674183,,-0.20867606113216527,-0.752243495520295,974.319037008397,-42.7685815058756,-2.4438073377447043,-0.575255880943231,31.06209333486662,0.0,0
a0qpwxv8,,0.0,23.777541316166744,31.25383024933871,0.5591096741589687,4.434289707402872,0.13664027723698213,3205,90,1,1,0.9199671583989527,37.152475355656804,0.0,1.27433794227538,0.8706199014057113,0.0124947885292085,-0.29827998726569166,-0.45484774808470513,2627.667354769068,1.570710527590611,7.850485223518142,0.5760275595798234,-6.633516871342294,0.0,1
rqj4a7fm,27.228307813297395,,6.449735772785803,22.798052956099383,0.15158638905905658,8.618948363642042,0.050431741573188395,1899,40,6,1,6.1691825045813005,66.81266071063766,0.0,9.0539415931396,1.4573999373011297,0.04608583310294344,0.3930307286296683,0.03955008657939218,-2104.807285726498,-19.863569123174198,15.354955361935037,0.37377725738280226,54.62419287844423,,0
itrtrupk,,0.0,5.625673569906003,26.09448791197305,,2.978209033054084,0.519123072256057,545,26,5,0,1.7563084482103444,0.0,,-2.8735192499266664,0.02510187515586465,0.041523326575327944,-0.34351637679724517,0.08572866266663964,3301.591907989583,-0.7023502851723498,-6.0,0.4230948704616168,-23.999675292262722,0.0,0
6okmlux2,15.582194537890588,1.0,8.513821623925667,,0.4477139497867818,3.803341719386843,0.38019581150905135,34092,24,5,0,9.1813681942837,1.7879662845497037,0.0,-3.5985074079300987,-0.7654309197566169,,-0.08898229908358032,-0.4239479325759129,2669.0634393241003,15.909056568158247,-3.5369509024304358,0.847552778811465,7.453235371438246,0.0,0
l9uhednc,,1.0,13.29369539174683,,,0.6518282739722194,0.1102426215869335,18736,50,3,0,48.33229091341323,15.507397676145043,,-2.9919753961452873,-0.18240470532924677,-0.14897994634354897,-0.41581548442974,0.3018464089562663,-404.5403960962682,27.241318250417212,2.627692565235446,0.8269412251073953,-20.967936305304814,,0
5yrz0rvj,,,13.018204026134624,21.304567127602017,0.2082688826170278,0.6904740751160895,0.7481888067035942,15450,32,8,1,3.3237956004807736,50.24428022706982,1.0,1.7712662178812058,-0.844390741400048,0.10650980773655397,0.6986410716569126,0.2352912921354763,-4831.3475077105795,-4.803167512912321,1.264379789726272,0.04365661579667516,-7.6966516590057825,0.0,0
9ieqlm9b,,1.0,16.709177954271695,31.198039992042187,0.34186532497303,3.0245897852662686,0.4043428181683238,35382,128,0,0,29.758101695847106,42.12352476563957,,2.1481694339312627,0.3359912127193351,-0.004316232582431981,-0.16352820371715546,0.541404237573559,2085.5815096500623,29.422070247425065,-6.0,-0.45961026300467245,38.70176983305125,0.0,0
0dd35fr6,24.220842123050232,1.0,5.700809502006707,26.80869116101869,0.9762050806931781,4.904957089924254,0.445161976476723,29882,19,1,0,41.79928926608806,61.822700691666995,0.0,-2.7509854348201417,-0.06278574330770384,-0.05906415796538392,0.31931136038638036,0.1827212684785777,3225.709576626609,-6.231403910215452,35.47328855967835,-0.6121370667340632,-24.43721285918794,,0
cb70kago,,1.0,5.325206314502202,22.885526926536844,0.527091191719034,0.808686233448503,0.19237044862842656,1230,204,3,0,7.5668498642771445,53.096769807836985,1.0,-1.062668896105015,0.33447437311987155,0.017938559190327233,0.6709452351093169,-0.4393653311608505,3559.6635731616952,23.1009197123383,26.788787397308088,-0.2993342323007286,2.923918630686776,,0
leyi3ukb,,,0.1748503172058702,30.932759936513055,0.8572493826184288,0.4214338421655997,0.018822430264110852,18248,12,5,0,8.266332230808192,5.060541120569852,,11.914807370751696,,0.04914438461742,1.7603068823963552,0.653387508124302,2333.5852082539072,-3.879689269961706,-6.0,-0.06495993110062477,-16.504447086839082,0.0,0
q20vco3m,37.96830171036539,0.0,14.496909079626146,25.53645925198068,,1.3169100783179108,0.4929519292144057,2216,56,8,1,24.063360187551456,81.96202475885806,,-1.7866060346828552,1.338288309458509,0.023094435987246892,-0.30513913274779053,-0.28221347036116257,353.95100724740314,4.381718165981734,-6.0,-0.3138983393009646,16.84031037027041,,0
ase6d1nn,20.84731290939191,,10.607178299928924,31.76640804672383,0.5551563715886869,3.7052356734719685,0.08283141118284583,3358,51,8,1,,16.896900183608302,1.0,-3.270760182884273,1.6548145518785051,-0.02638032593388413,0.6437583490642478,-0.1655427566170412,6054.43226374306,-33.876096460543515,-6.0,-0.04853270628537112,3.75978481795707,0.0,0
jr1x4rgr,27.775036830638157,1.0,11.347521771208394,,0.8893359118256823,4.3437884883395155,1.0231403918418103,810,80,8,0,1.3778364559385439,45.08245097692663,0.0,1.042733185851771,,-0.05156412265069347,-0.12693995942062467,0.6363161920639612,2481.5889956434085,23.870490354477404,15.714632372002711,-0.10048836057727573,-27.378544222038066,,0
5qp5r7s3,15.472884138766398,1.0,2.8942909851261143,,0.5565388785152084,0.7855056708589028,0.004090607149554577,31722,65,2,2,1.5063327727767786,50.21164908071415,1.0,3.725625953456963,-0.2492458679379669,0.004390701691719381,-0.9177052512517536,0.037998398615752,2041.4304952060552,23.777045223939655,-6.0,-0.8930228784595955,22.081957805354513,0.0,0
vzl3x81y,34.11056171354737,1.0,23.1083894876613,20.81904752869674,0.9466941884944109,2.1543397638016324,0.02406092248532404,18051,59,0,0,19.170521341845003,38.14200238587833,0.0,3.1362302700080114,0.9818944737386515,,-0.5649883345670365,0.0333845743376704,-623.8291883198142,23.603916358754645,-6.0,-0.14757186503269798,-8.03216699608395,,0
w9x9oxia,,1.0,8.664132639387486,19.3149319859884,0.1981906441436896,4.797504673016138,0.005839871334597583,523,198,1,0,,36.12752986609708,0.0,2.6270106025828426,0.7132343591507184,-0.01576584644036347,-0.3582301947000173,0.10584164738321078,2017.5679053275899,-51.738940718187436,33.48331642108969,-0.4060159369513021,-34.2991061172469,,0
bwqvt8tc,25.66263650439332,1.0,19.59525579478228,24.65656319389986,0.7670336139635625,0.276419668442451,0.4934462016665235,26908,30,1,0,14.987909302173357,20.14914919614979,,-3.8097038231036042,-0.19577783980289984,-0.003978407259661077,-0.5104028018054826,-0.8392724980259089,1292.7750960439985,20.984614632658076,14.316880518499255,-0.33154948297429465,-31.80207459019235,0.0,0
62yr53ri,,1.0,10.851679276852296,,,2.887062243491638,0.05848731813552576,24,31,0,0,34.32375404896165,36.56612245364096,0.0,-6.568266295680343,0.45783541050073046,,0.6647042674242578,0.28816177757712014,813.3404453027298,43.42990890654757,-6.0,0.1385158099989453,37.82443966858957,,0
oh1708b4,,1.0,0.8438124087880348,22.297781102863652,0.6969275317674609,4.172712469088818,0.5239661342067936,3755,10,3,1,14.5930751230937,39.635645228697186,,-9.38625645998478,0.04317990789144294,,-0.4982572034729317,-0.21638172589124446,1076.4047064866188,22.900590565591745,2.326230668969558,-0.20362896267808114,-10.400128379013234,0.0,0
12atdwef,19.25612165279006,0.0,13.311933366348413,17.90233358766603,0.7132800064079632,2.1785061147597857,0.3447776999425711,1360,124,0,0,6.717012238194607,33.27212786793743,1.0,5.287192225565412,0.45994405942739136,-0.012920134018314412,-0.5622906182328217,0.8301756146938609,1006.3407320076127,33.31825373836289,-5.431580986366535,-0.24198023512159567,47.61328624287969,0.0,0
v6rqsipr,40.62172047549703,,5.825407564113116,18.26209687057731,0.9169204210705899,4.957787180091803,0.17855442130718224,2675,15,8,2,4.386756177806944,57.54609130299693,1.0,-10.02774128611719,,-0.018249292927271187,-0.15834189150827802,0.019729316901741296,1560.993839285538,37.39285718114595,5.468873137060368,0.46744477654684913,-41.87107587068479,0.0,0
6ai4wrvu,23.48505800254128,0.0,7.8204412077482806,,,0.7951772268898806,1.6815170920043017,13500,97,10,1,3.4739592203136835,35.58239440109794,1.0,6.278602254899044,0.2873505474972758,0.02560950162391336,0.1868979320242738,-0.16677293739850432,567.285284821042,-4.9121635398440215,-0.6674880443474698,0.014488196481996592,-50.18800232212595,0.0,0
be01u4ys,12.041647778050883,,5.309794122074546,16.2632874473397,,0.9801215982579523,0.28062245215421655,8523,62,1,0,79.36905326290312,37.85009041613368,1.0,6.087543653794597,,-0.013700368079732062,0.0944818587616956,0.3462862096739465,-2439.5156387905436,4.362056300867928,22.993063653456403,-0.0952408091211693,-15.296159663237376,0.0,0
dqmidhuq,11.120392478171974,1.0,3.908835606680966,27.177850517917598,,3.7965295576081046,0.15798080434583703,1150,56,10,0,9.555898264781062,48.46044691283388,0.0,-1.7277371968176536,1.4018300969088842,0.01134902234565966,-0.7541289637212812,-0.09117127411872561,5377.895913168464,-4.704984078242617,9.556299231622315,0.33174365981036097,-7.414425559460684,0.0,0
ltk3zvez,32.53633261833241,,4.918127834829904,,0.7423392649206049,15.211590944929975,0.15581721582534827,2693,114,6,2,25.970418181632688,69.71199531142105,,-0.8642480080661731,0.9665001129143793,-0.03918959601700882,0.3699638758903304,-0.473041001898902,-1264.7115837472684,16.78228971034281,19.58436038223741,-0.21190910166063018,35.473079737639054,,0
khzoodd6,27.726356238287334,1.0,5.801563456252527,14.605452172306599,,0.5135126021675497,0.08339461910724122,32233,99,4,1,10.794737529958034,32.70787335398065,,-2.7368327208637093,0.36922588925235444,0.003218798694227624,0.3798513258424925,0.23764043386116118,-1585.549591238031,21.5574349532487,-6.0,-0.08525348315656708,20.231671359650296,0.0,0
pj1bb811,21.14682785077225,,13.481362559316953,32.53222459838152,0.6437865238700263,2.579205871120343,0.16050972263283766,6324,200,6,1,6.802539306119786,37.762874594406156,0.0,4.032849269405706,-0.1959174812293857,-0.08812829471956204,0.35373664657577525,0.026198064993569005,1610.6575073022004,-1.766452551799969,-3.4320047514393055,-0.002505815155019544,-14.233944658520961,,0
ubcjewum,32.81935934868763,1.0,10.024578433131708,23.367622628889098,,0.35077693063099286,0.05388002222752023,657,46,9,0,3.6852919975232856,36.860004615509716,,0.17187049491903356,1.3642553583365848,-0.013008326540426584,0.880751147158294,0.7369001897351553,453.69173323030697,0.36198022240007255,-6.0,-1.0537996313449947,-3.669983921399056,0.0,0
ag9nz1m3,8.0,0.0,5.721709275503186,,0.3743541334884963,0.47555158616601634,0.029311748836003758,26466,17,0,0,8.60221634032698,39.45781561346317,,-4.593117861800207,0.3808495989474891,,-0.918336465838159,0.22488759482638326,-1527.7854833496672,23.43975518419787,23.547786923397837,-0.2067654112106449,6.486794154027277,,0
zdz8y0ne,,,12.336484162123378,29.490834069826146,0.6637125457860737,1.998737913663825,0.10799214687285909,6771,53,6,0,28.648573527536577,53.25913272431083,0.0,-2.6673103622415555,-0.7819531432428664,0.005967711488392174,-1.1172635364451373,-0.17757220680220018,-3176.409491502124,-3.9974511077431596,29.775076374796196,0.04155323912025002,48.33115077431781,0.0,0
f6x78d8y,20.89566827276219,1.0,13.00344215115787,27.100128233963538,0.26252214131852164,2.310073621485258,0.5079237846884689,4755,34,2,1,24.72355943448402,80.50783544135862,,4.0572667636344235,0.250756397834758,-0.011605573087460937,-0.25399808934694446,-0.247577610446695,-3630.3514813122947,-3.5543133576499035,7.3962131987905035,0.06876860405765538,-73.82573358011743,0.0,1
tl1jmkr2,28.942936863697128,,12.594485960669868,29.831978776574907,1.0,6.2979242623498175,0.146657377514664,24186,488,1,0,24.438620659422067,40.859720930930706,0.0,-2.4776879014046433,,0.029469926208929936,-0.5766819476459819,0.4399432691849945,691.8588336290079,17.66108187360399,-6.0,0.1427863312186174,-37.93938817223938,0.0,0
svn1aguj,,,14.209216678622457,,1.0,6.924220953754902,0.2647118899121795,10582,29,9,1,13.614244383614658,40.81792520103199,1.0,1.3826157156178827,,0.013179051297732213,-0.2208321379944583,-0.5839806764109107,3512.626609329171,34.61262836989222,15.36472266191499,-0.009931509346883256,74.94143300038294,,0
6ecpycro,22.141737085151842,1.0,8.96945853889636,27.594465835479596,0.8335131888405015,0.53811802016445,0.3653748059266303,40030,17,4,1,9.813795878820569,47.79310544716576,0.0,3.1364186078131424,,0.01890131330501594,0.3627942296483625,0.2948522995706093,4358.773438809711,-14.99133034845431,-6.0,0.43752022221911036,-62.30661566950964,0.0,0
o72rybnz,,0.0,5.62025594787547,,0.9657347381936605,2.9156791127446198,0.8643847896022633,5501,123,0,0,3.2594120427336812,25.720206510189318,,1.8871520931812755,1.135558637563774,,1.482568201897528,-0.7940011295289262,-1711.962310678468,10.18966715270465,-0.4431194896160611,0.8055630449079993,-47.88595088207383,0.0,0
g3aelbei,30.683583066418436,,4.863044484906254,27.663674255986457,0.03258574957493943,2.415670937758922,0.35601355159174664,31854,14,4,0,17.586474876952174,22.560469720886505,1.0,1.6888335355491848,-0.048018886011358536,0.10255110497421654,-0.7125121264922635,-0.0230524081778656,2835.7076402980547,19.334227106196323,-4.733562720339116,0.03432998706937427,-29.26431315739159,0.0,0
